ObjectName;FieldName;Type;Properties;Description
ContentDocumentHistory;Field ;picklist;Filter, Group, Sort, Restricted picklist;The name of the field that was changed. Possible values include: contentDocPublished—The document is published into a library. contentDocUnpublished—The document is archived or removed from a library, either directly or when the owning library is changed. contentDocRepublished—The document is removed from the archive. contentDocFeatured—The document is featured. contentDocSubscribed—The document is subscribed to. contentDocUnsubscribed—The document is no longer subscribed to.
ContentDocumentHistory;NewValue ;anyType;Nillable, Sort;The new value of the field that was changed.
ContentDocumentHistory;OldValue ;anyType;Nillable, Sort;The latest value of the field before it was changed.
ContentDocumentLink;ContentDocumentId;reference;Create, Filter, Group, Sort;ID of the document.
ContentDocumentLink;LinkedEntityId;reference;Create, Filter, Group, Sort;ID of the linked object. Can include Chatter users, groups, records (any that support Chatter feed tracking including custom objects), and Salesforce CRM Content libraries. Using the API only, you can relate notes to custom settings.
ContentDocumentLink;ShareType;picklist;Create, Filter, Group, Nillable, Restricted picklist, Sort, Update;Required. The permission granted to the user of the shared file in a library. This is determined by the permission the user already has in the library. This field is available in API version 25.0 and later. V Viewer permission. The user can explicitly view but not edit the shared file. C Collaborator permission. The user can explicitly view and edit the shared file. I Inferred permission. The user’s permission is determined by the related record. For shares with a library, this is defined by the permissions the user has in that library. Inferred permission on shares with libraries and file owners is available in API versions 21.0 and later. Inferred permission on shares with standard objects is available in API versions 36.0 and later.
ContentDocumentLink;Visibility;picklist;Create, Filter, Group, Nillable, Sort, Update;Specifies whether this file is available to all users, internal users, or shared users. This field is available in API version 26.0 and later. Visibility can have the following values. AllUsers—The file is available to all users who have permission to see the file. InternalUsers—The file is available only to internal users who have permission to see the file. SharedUsers—The file is available to all users who can see the feed to which the file is posted. SharedUsers is used only for files shared with users, and is available only when an org has private org-wide sharing on by default. The SharedUsers value is available in API version 32.0 and later. Note the following exceptions for Visibility. AllUsers & InternalUsers values apply to files posted on standard and custom object records, but not to users, groups, or content libraries. For posts to a record feed, Visibility is set to InternalUsers for all internal users by default. External users can set Visibility only to AllUsers. On user and group posts, only internal users can set Visibility to InternalUsers. For posts to a user feed, if the organization-wide default for user sharing is set to private, Visibility is set to SharedUsers. Only internal users can update Visibility. Visibility can be updated on links to files posted on standard and custom object records, but not to users, groups, or content libraries. Visibility is updatable in API version 43.0 and later. The visibility setting on ContentDocumentLink determines a file’s visibility on a record post. When a file has multiple references posted in a feed, the file’s visibility is determined by the most visible setting.
ContentDocumentListViewMapping;ContentDocumentId;reference;Create, Filter, Group, Sort;ID of the document.
ContentDocumentListViewMapping;LastReferencedDate;dateTime;Filter, Nillable, Sort;The timestamp for when the current user last viewed a record related to this record
ContentDocumentListViewMapping;LastViewedDate;dateTime;Filter, Nillable, Sort;The timestamp for when the current user last viewed this document.
ContentDocumentListViewMapping;ListViewId;reference;Create, Filter, Group, Sort;ID of the list view associated with the document.
ContentDocumentListViewMapping;Name;string;Create, Filter, Group, idLookup, Sort, Update;Name of the document.
ContentDocumentSubscription;ContentDocumentId;reference;Filter, Group, Sort;ID of the file.
ContentDocumentSubscription;IsCommentSub;boolean;Defaulted on create, Filter, Group, Sort;Specifies whether the user made comments on the file.
ContentDocumentSubscription;IsDocumentSub;boolean;Defaulted on create, Filter, Group, Sort;Specifies whether the user follows the file.
ContentDocumentSubscription;UserId;reference;Filter, Group, Sort;ID of the user following or commenting on the file.
ContentFolder;Name;string;Create, Filter, Group, idLookup, Sort, Update;Name of the folder.
ContentFolder;ParentContentFolderId;reference;Create, Filter, Group, Nillable, Sort, Update;ID of the ParentFolder.
ContentFolderItem;ContentSize;int;Filter, Group, Nillable, Sort;The file or folder size of the ContentFolderItem.
ContentFolderItem;FileExtension;string;Filter, Group, Nillable, Sort;Specifies the file extension if the ContentFolderItem is a file.
ContentFolderItem;FileType;string;Filter, Group, Nillable, Sort;Specifies the type of file if ContentFolderItem is a file.
ContentFolderItem;IsFolder;boolean;Defaulted on create, Filter, Group, Sort;Indicates that the ContentFolderItem is a folder, and not a file.
ContentFolderItem;ParentContentFolderId;reference;Filter, Group, Nillable, Sort;The ID of the ContentFolder that the ContentFolderItem resides in.
ContentFolderItem;Title;string;Filter, Group, Sort;The name of the file or folder.
ContentFolderLink;ContentFolderId;reference;Filter, Group, Sort;ID of the folder.
ContentFolderLink;EnableFolderStatus;picklist;Filter, Group, Nillable, Restricted picklist, Sort;Indicates the status of enabling folders for the library. Valid values are: C — Completed folder enablement S — Started folder enablement F — Failed folder enablement This field is available in API version 39.0 and later.
ContentFolderLink;ParentEntityId;reference;Filter, Group, Sort;Name of the entity the folder hierarchy is linked to.
ContentFolderMember;ChildRecordId;reference;Filter, Group, Sort;ID of the file.
ContentFolderMember;ParentContentFolderId;reference;Filter, Group, Sort, Update;ID of the folder the file is in.
ContentHubItem;ContentHubRepositoryId;reference;Filter, Group, Nillable;The ID for the related external data source described by the ContentHubRepository object.
ContentHubItem;ContentModifiedDate;dateTime;Nillable;Date the file or folder content last changed.
ContentHubItem;ContentSize;int;Group, Nillable;File or folder size.
ContentHubItem;Description;string;Filter, Group, Nillable;Explanation of item in external data source.
ContentHubItem;ExternalContentUrl;url;Group, Nillable;The URL of the document content in the external data source.
ContentHubItem;ExternalDocumentUrl;url;Group, Nillable;The URL of the detail page in the external data source.
ContentHubItem;ExternalId;string;Filter, Group, Nillable, Sort;ID for the file or folder in the external data source.
